"taxon"	"kingdom"	"phylum"	"class"	"order"	"family"	"genus"
"Bacteria.Pseudomonadota.Gammaproteobacteria.Burkholderiales.Comamonadaceae.Limnohabitans"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	"Limnohabitans"
"Bacteria.Pseudomonadota.Gammaproteobacteria.Burkholderiales.Alcaligenaceae.Candidimonas"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Burkholderiales"	"Alcaligenaceae"	"Candidimonas"
"Bacteria.Acidobacteriota.Subgroup 21.Incertae Sedis.Incertae Sedis.Incertae Sedis"	"Bacteria"	"Acidobacteriota"	"Subgroup 21"	"Incertae Sedis"	"Incertae Sedis"	"Incertae Sedis"
"Bacteria.Bacillota.Negativicutes.Veillonellales-Selenomonadales.Sporomusaceae.NA"	"Bacteria"	"Bacillota"	"Negativicutes"	"Veillonellales-Selenomonadales"	"Sporomusaceae"	"NA"
"Bacteria.Dependentiae.Babeliae.Babeliales.Vermiphilaceae.Incertae Sedis"	"Bacteria"	"Dependentiae"	"Babeliae"	"Babeliales"	"Vermiphilaceae"	"Incertae Sedis"
"Bacteria.Pseudomonadota.Gammaproteobacteria.Enterobacterales.Pasteurellaceae.Frederiksenia"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Enterobacterales"	"Pasteurellaceae"	"Frederiksenia"
"Bacteria.Actinomycetota.Actinobacteria.Kitasatosporales.Streptomycetaceae.NA"	"Bacteria"	"Actinomycetota"	"Actinobacteria"	"Kitasatosporales"	"Streptomycetaceae"	"NA"
"Bacteria.Actinomycetota.Actinobacteria.Micrococcales.Microbacteriaceae.Gryllotalpicola"	"Bacteria"	"Actinomycetota"	"Actinobacteria"	"Micrococcales"	"Microbacteriaceae"	"Gryllotalpicola"
"Bacteria.Pseudomonadota.Alphaproteobacteria.Hyphomicrobiales.Methylopilaceae.Methylopila"	"Bacteria"	"Pseudomonadota"	"Alphaproteobacteria"	"Hyphomicrobiales"	"Methylopilaceae"	"Methylopila"
"Bacteria.Pseudomonadota.Alphaproteobacteria.Hyphomicrobiales.Xanthobacteraceae.Xanthobacter"	"Bacteria"	"Pseudomonadota"	"Alphaproteobacteria"	"Hyphomicrobiales"	"Xanthobacteraceae"	"Xanthobacter"
"Bacteria.Cyanobacteriota.Vampirivibrionia.NA.NA.NA"	"Bacteria"	"Cyanobacteriota"	"Vampirivibrionia"	"NA"	"NA"	"NA"
"Bacteria.Bacillota.Bacilli.Bacillales.Bacillaceae.Alkalihalophilus"	"Bacteria"	"Bacillota"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Alkalihalophilus"
"Archaea.NA.NA.NA.NA.NA"	"Archaea"	"NA"	"NA"	"NA"	"NA"	"NA"
"Bacteria.Armatimonadota.Armatimonadia.Armatimonadales.Armatimonadaceae.Incertae Sedis"	"Bacteria"	"Armatimonadota"	"Armatimonadia"	"Armatimonadales"	"Armatimonadaceae"	"Incertae Sedis"
"Bacteria.Myxococcota.Polyangiia.Polyangiales.Polyangiaceae.Pajaroellobacter"	"Bacteria"	"Myxococcota"	"Polyangiia"	"Polyangiales"	"Polyangiaceae"	"Pajaroellobacter"
"Bacteria.Pseudomonadota.Gammaproteobacteria.Salinisphaerales.Nevskiaceae.Solimonas"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Salinisphaerales"	"Nevskiaceae"	"Solimonas"
"Bacteria.Bacteroidota.Bacteroidia.Cytophagales.Spirosomataceae.Persicitalea"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Cytophagales"	"Spirosomataceae"	"Persicitalea"
"Bacteria.Actinomycetota.Actinobacteria.Actinomycetales.Actinomycetaceae.Bowdeniella"	"Bacteria"	"Actinomycetota"	"Actinobacteria"	"Actinomycetales"	"Actinomycetaceae"	"Bowdeniella"
"Bacteria.Pseudomonadota.Gammaproteobacteria.Enterobacterales.Enterobacteriaceae.Cedecea"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Enterobacterales"	"Enterobacteriaceae"	"Cedecea"
"Bacteria.Bacteroidota.Bacteroidia.Bacteroidales.F082.Incertae Sedis"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"F082"	"Incertae Sedis"
"Bacteria.Bacteroidota.Bacteroidia.Chitinophagales.Chitinophagaceae.Chitinophaga"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Chitinophagales"	"Chitinophagaceae"	"Chitinophaga"
"Bacteria.Bacillota.Bacilli.Bacillales.Bacillaceae.Gottfriedia"	"Bacteria"	"Bacillota"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Gottfriedia"
"Bacteria.Bacteroidota.Bacteroidia.Chitinophagales.Chitinophagaceae.Niastella"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Chitinophagales"	"Chitinophagaceae"	"Niastella"
"Bacteria.Bacillota.Bacilli.Bacillales.Bacillaceae.Cerasibacillus"	"Bacteria"	"Bacillota"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Cerasibacillus"
"Bacteria.Pseudomonadota.Alphaproteobacteria.Rhodobacterales.Paracoccaceae.Paenirhodobacter"	"Bacteria"	"Pseudomonadota"	"Alphaproteobacteria"	"Rhodobacterales"	"Paracoccaceae"	"Paenirhodobacter"
"Bacteria.Pseudomonadota.Gammaproteobacteria.Burkholderiales.Oxalobacteraceae.Duganella"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Burkholderiales"	"Oxalobacteraceae"	"Duganella"
"Bacteria.Pseudomonadota.Alphaproteobacteria.Hyphomicrobiales.Beijerinckiaceae.Lichenibacterium"	"Bacteria"	"Pseudomonadota"	"Alphaproteobacteria"	"Hyphomicrobiales"	"Beijerinckiaceae"	"Lichenibacterium"
"Bacteria.Actinomycetota.Actinobacteria.Micrococcales.Microbacteriaceae.Cryobacterium"	"Bacteria"	"Actinomycetota"	"Actinobacteria"	"Micrococcales"	"Microbacteriaceae"	"Cryobacterium"
"Bacteria.Bacteroidota.Bacteroidia.Chitinophagales.Chitinophagaceae.Agriterribacter"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Chitinophagales"	"Chitinophagaceae"	"Agriterribacter"
"Bacteria.Pseudomonadota.Alphaproteobacteria.Hyphomicrobiales.Beijerinckiaceae.28-YEA-48"	"Bacteria"	"Pseudomonadota"	"Alphaproteobacteria"	"Hyphomicrobiales"	"Beijerinckiaceae"	"28-YEA-48"
"Bacteria.Pseudomonadota.Alphaproteobacteria.Hyphomicrobiales.Rhizobiaceae.Aliihoeflea"	"Bacteria"	"Pseudomonadota"	"Alphaproteobacteria"	"Hyphomicrobiales"	"Rhizobiaceae"	"Aliihoeflea"
"Bacteria.Pseudomonadota.Gammaproteobacteria.Salinisphaerales.Nevskiaceae.Hydrocarboniphaga"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Salinisphaerales"	"Nevskiaceae"	"Hydrocarboniphaga"
"Bacteria.Pseudomonadota.Alphaproteobacteria.Hyphomicrobiales.Devosiaceae.Pelagibacterium"	"Bacteria"	"Pseudomonadota"	"Alphaproteobacteria"	"Hyphomicrobiales"	"Devosiaceae"	"Pelagibacterium"
"Bacteria.Pseudomonadota.Alphaproteobacteria.Rhodobacterales.Paracoccaceae.Fuscovulum"	"Bacteria"	"Pseudomonadota"	"Alphaproteobacteria"	"Rhodobacterales"	"Paracoccaceae"	"Fuscovulum"
"Bacteria.Pseudomonadota.Gammaproteobacteria.Legionellales.Legionellaceae.Legionella"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Legionellales"	"Legionellaceae"	"Legionella"
"Bacteria.Pseudomonadota.Gammaproteobacteria.Enterobacterales.Enterobacteriaceae.Franconibacter"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Enterobacterales"	"Enterobacteriaceae"	"Franconibacter"
"Bacteria.Bacillota.Bacilli.Bacillales.Bacillaceae.Amphibacillus"	"Bacteria"	"Bacillota"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Amphibacillus"
"Bacteria.Actinomycetota.Actinobacteria.Micrococcales.Microbacteriaceae.Marisediminicola"	"Bacteria"	"Actinomycetota"	"Actinobacteria"	"Micrococcales"	"Microbacteriaceae"	"Marisediminicola"
"Bacteria.Bacillota.Bacilli.Bacillales.Bacillaceae.Neobacillus"	"Bacteria"	"Bacillota"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Neobacillus"
"Bacteria.Bacteroidota.Bacteroidia.Bacteroidales.Prolixibacteraceae.Roseimarinus"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Prolixibacteraceae"	"Roseimarinus"
"Bacteria.Pseudomonadota.Gammaproteobacteria.Burkholderiales.Rhodocyclaceae.Parazoarcus"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Burkholderiales"	"Rhodocyclaceae"	"Parazoarcus"
"Bacteria.Bacillota.Bacilli.Bacillales.Bacillaceae.Compostibacillus"	"Bacteria"	"Bacillota"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Compostibacillus"
"Bacteria.Pseudomonadota.Gammaproteobacteria.Burkholderiales.Alcaligenaceae.Verticiella"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Burkholderiales"	"Alcaligenaceae"	"Verticiella"
"Bacteria.Pseudomonadota.Alphaproteobacteria.Rhodobacterales.Paracoccaceae.Tabrizicola"	"Bacteria"	"Pseudomonadota"	"Alphaproteobacteria"	"Rhodobacterales"	"Paracoccaceae"	"Tabrizicola"
"Bacteria.Actinomycetota.Actinobacteria.Pseudonocardiales.Pseudonocardiaceae.Saccharomonospora"	"Bacteria"	"Actinomycetota"	"Actinobacteria"	"Pseudonocardiales"	"Pseudonocardiaceae"	"Saccharomonospora"
"Bacteria.Bacillota.Bacilli.Bacillales.Bacillaceae.Ureibacillus"	"Bacteria"	"Bacillota"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Ureibacillus"
"Bacteria.Pseudomonadota.Alphaproteobacteria.Rhodobacterales.Paracoccaceae.Allosediminivita"	"Bacteria"	"Pseudomonadota"	"Alphaproteobacteria"	"Rhodobacterales"	"Paracoccaceae"	"Allosediminivita"
"Bacteria.Bacillota.Bacilli.Bacillales.Planococcaceae.Caryophanon"	"Bacteria"	"Bacillota"	"Bacilli"	"Bacillales"	"Planococcaceae"	"Caryophanon"
"Bacteria.Bacillota.Bacilli.Thermoactinomycetales.Thermoactinomycetaceae.Thermoactinomyces"	"Bacteria"	"Bacillota"	"Bacilli"	"Thermoactinomycetales"	"Thermoactinomycetaceae"	"Thermoactinomyces"
"Bacteria.Pseudomonadota.Alphaproteobacteria.Kiloniellales.Fodinicurvataceae.Incertae Sedis"	"Bacteria"	"Pseudomonadota"	"Alphaproteobacteria"	"Kiloniellales"	"Fodinicurvataceae"	"Incertae Sedis"
"Bacteria.Cyanobacteriota.Cyanobacteriia.Synechococcales.Cyanobiaceae.Synechococcus CC9902"	"Bacteria"	"Cyanobacteriota"	"Cyanobacteriia"	"Synechococcales"	"Cyanobiaceae"	"Synechococcus CC9902"
"Bacteria.Pseudomonadota.Alphaproteobacteria.Hyphomicrobiales.Beijerinckiaceae.Chelatococcus"	"Bacteria"	"Pseudomonadota"	"Alphaproteobacteria"	"Hyphomicrobiales"	"Beijerinckiaceae"	"Chelatococcus"
"Bacteria.Pseudomonadota.Alphaproteobacteria.Holosporales.Holosporaceae.Incertae Sedis"	"Bacteria"	"Pseudomonadota"	"Alphaproteobacteria"	"Holosporales"	"Holosporaceae"	"Incertae Sedis"
"Bacteria.Pseudomonadota.Gammaproteobacteria.Lysobacterales.Lysobacteraceae.Silanimonas"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Lysobacterales"	"Lysobacteraceae"	"Silanimonas"
"Bacteria.Bacteroidota.Bacteroidia.Chitinophagales.Chitinophagaceae.Edaphobaculum"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Chitinophagales"	"Chitinophagaceae"	"Edaphobaculum"
"Bacteria.Pseudomonadota.Alphaproteobacteria.Hyphomicrobiales.Hyphomicrobiales Incertae Sedis.Phreatobacter"	"Bacteria"	"Pseudomonadota"	"Alphaproteobacteria"	"Hyphomicrobiales"	"Hyphomicrobiales Incertae Sedis"	"Phreatobacter"
"Bacteria.Pseudomonadota.Alphaproteobacteria.Azospirillales.Azospirillaceae.Niveispirillum"	"Bacteria"	"Pseudomonadota"	"Alphaproteobacteria"	"Azospirillales"	"Azospirillaceae"	"Niveispirillum"
"Bacteria.Pseudomonadota.Gammaproteobacteria.Burkholderiales.Burkholderiales Incertae Sedis.2013Ark19i"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Burkholderiales"	"Burkholderiales Incertae Sedis"	"2013Ark19i"
"Bacteria.Pseudomonadota.Alphaproteobacteria.Rickettsiales.Rickettsiaceae.Candidatus Megaira"	"Bacteria"	"Pseudomonadota"	"Alphaproteobacteria"	"Rickettsiales"	"Rickettsiaceae"	"Candidatus Megaira"
"Bacteria.Bacteroidota.Bacteroidia.Chitinophagales.Chitinophagaceae.Hydrotalea"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Chitinophagales"	"Chitinophagaceae"	"Hydrotalea"
"Bacteria.Bacillota.Negativicutes.Acidaminococcales.Acidaminococcaceae.Incertae Sedis"	"Bacteria"	"Bacillota"	"Negativicutes"	"Acidaminococcales"	"Acidaminococcaceae"	"Incertae Sedis"
"Bacteria.Pseudomonadota.Gammaproteobacteria.Francisellales.Francisellaceae.Incertae Sedis"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Francisellales"	"Francisellaceae"	"Incertae Sedis"
"Bacteria.Pseudomonadota.Alphaproteobacteria.Hyphomicrobiales.Pleomorphomonadaceae.Oharaeibacter"	"Bacteria"	"Pseudomonadota"	"Alphaproteobacteria"	"Hyphomicrobiales"	"Pleomorphomonadaceae"	"Oharaeibacter"
"Bacteria.Pseudomonadota.Alphaproteobacteria.Azospirillales.Azospirillaceae.Azospirillum"	"Bacteria"	"Pseudomonadota"	"Alphaproteobacteria"	"Azospirillales"	"Azospirillaceae"	"Azospirillum"
"Bacteria.Bacillota.Clostridia.Peptostreptococcales-Tissierellales.Acidaminobacteraceae.Acidaminobacter"	"Bacteria"	"Bacillota"	"Clostridia"	"Peptostreptococcales-Tissierellales"	"Acidaminobacteraceae"	"Acidaminobacter"
"Bacteria.Pseudomonadota.Gammaproteobacteria.Pseudomonadales.Endozoicomonadaceae.Endozoicomonas"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Pseudomonadales"	"Endozoicomonadaceae"	"Endozoicomonas"
"Bacteria.Chlamydiota.Chlamydiia.Chlamydiales.Simkaniaceae.Candidatus Fritschea"	"Bacteria"	"Chlamydiota"	"Chlamydiia"	"Chlamydiales"	"Simkaniaceae"	"Candidatus Fritschea"
"Archaea.Halobacteriota.Methanomicrobia.Methanomicrobiales.Methanomicrobiaceae.Methanoculleus"	"Archaea"	"Halobacteriota"	"Methanomicrobia"	"Methanomicrobiales"	"Methanomicrobiaceae"	"Methanoculleus"
"Bacteria.Pseudomonadota.Alphaproteobacteria.Rhodospirillales.Magnetospirillaceae.Magnetospirillum"	"Bacteria"	"Pseudomonadota"	"Alphaproteobacteria"	"Rhodospirillales"	"Magnetospirillaceae"	"Magnetospirillum"
"Bacteria.Pseudomonadota.Alphaproteobacteria.Hyphomicrobiales.Beijerinckiaceae.FFCH5858"	"Bacteria"	"Pseudomonadota"	"Alphaproteobacteria"	"Hyphomicrobiales"	"Beijerinckiaceae"	"FFCH5858"
"Bacteria.Pseudomonadota.Alphaproteobacteria.Elsterales.Elsteraceae.Elstera"	"Bacteria"	"Pseudomonadota"	"Alphaproteobacteria"	"Elsterales"	"Elsteraceae"	"Elstera"
"Bacteria.Cyanobacteriota.Cyanobacteriia.Cyanobacteriales.Desertifilaceae.Oscillatoria"	"Bacteria"	"Cyanobacteriota"	"Cyanobacteriia"	"Cyanobacteriales"	"Desertifilaceae"	"Oscillatoria"
"Bacteria.Actinomycetota.Actinobacteria.Mycobacteriales.Nocardiaceae.NA"	"Bacteria"	"Actinomycetota"	"Actinobacteria"	"Mycobacteriales"	"Nocardiaceae"	"NA"
"Bacteria.Pseudomonadota.Gammaproteobacteria.Rickettsiellales.Rickettsiellaceae.Rickettsiella"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Rickettsiellales"	"Rickettsiellaceae"	"Rickettsiella"
"Bacteria.Bacteroidota.Bacteroidia.Bacteroidales.p-2534-18B5 gut group.Incertae Sedis"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"p-2534-18B5 gut group"	"Incertae Sedis"
"Bacteria.Bacillota.Clostridia.Lachnospirales.Lachnospiraceae.Anaeromicropila"	"Bacteria"	"Bacillota"	"Clostridia"	"Lachnospirales"	"Lachnospiraceae"	"Anaeromicropila"
"Bacteria.Actinomycetota.Actinobacteria.Mycobacteriales.Nocardiaceae.Incertae Sedis"	"Bacteria"	"Actinomycetota"	"Actinobacteria"	"Mycobacteriales"	"Nocardiaceae"	"Incertae Sedis"
"Bacteria.Pseudomonadota.Gammaproteobacteria.Lysobacterales.Lysobacteraceae.SN8"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Lysobacterales"	"Lysobacteraceae"	"SN8"
"Bacteria.Bacteroidota.Bacteroidia.Chitinophagales.Chitinophagaceae.Ferruginibacter"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Chitinophagales"	"Chitinophagaceae"	"Ferruginibacter"
"Bacteria.Pseudomonadota.Alphaproteobacteria.Sneathiellales.Sneathiellaceae.Taonella"	"Bacteria"	"Pseudomonadota"	"Alphaproteobacteria"	"Sneathiellales"	"Sneathiellaceae"	"Taonella"
"Bacteria.Planctomycetota.Phycisphaerae.Phycisphaerales.Phycisphaeraceae.SM1A02"	"Bacteria"	"Planctomycetota"	"Phycisphaerae"	"Phycisphaerales"	"Phycisphaeraceae"	"SM1A02"
"Bacteria.Verrucomicrobiota.Lentisphaeria.Oligosphaerales.Oligosphaeraceae.horsej-a03"	"Bacteria"	"Verrucomicrobiota"	"Lentisphaeria"	"Oligosphaerales"	"Oligosphaeraceae"	"horsej-a03"
"Bacteria.Actinomycetota.Actinobacteria.Frankiales.Geodermatophilaceae.Geodermatophilus"	"Bacteria"	"Actinomycetota"	"Actinobacteria"	"Frankiales"	"Geodermatophilaceae"	"Geodermatophilus"
"Bacteria.Fibrobacterota.Fibrobacteria.Fibrobacterales.Fibrobacteraceae.NA"	"Bacteria"	"Fibrobacterota"	"Fibrobacteria"	"Fibrobacterales"	"Fibrobacteraceae"	"NA"
"Bacteria.Bacteroidota.Bacteroidia.Cytophagales.Cytophagaceae.Incertae Sedis"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Cytophagales"	"Cytophagaceae"	"Incertae Sedis"
"Bacteria.Bacteroidota.Bacteroidia.Cytophagales.Cytophagaceae.NA"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Cytophagales"	"Cytophagaceae"	"NA"
"Bacteria.Acidobacteriota.Acidobacteriae.Terriglobales.Acidobacteriaceae (Subgroup 1).Bryocella"	"Bacteria"	"Acidobacteriota"	"Acidobacteriae"	"Terriglobales"	"Acidobacteriaceae (Subgroup 1)"	"Bryocella"
"Bacteria.Pseudomonadota.Alphaproteobacteria.Acetobacterales.Acetobacteraceae.Endobacter"	"Bacteria"	"Pseudomonadota"	"Alphaproteobacteria"	"Acetobacterales"	"Acetobacteraceae"	"Endobacter"
"Bacteria.Acidobacteriota.Acidobacteriae.Bryobacterales.Bryobacteraceae.Bryobacter"	"Bacteria"	"Acidobacteriota"	"Acidobacteriae"	"Bryobacterales"	"Bryobacteraceae"	"Bryobacter"
"Archaea.Thermoproteota.Nitrososphaeria.Nitrososphaerales.Nitrososphaeraceae.Incertae Sedis"	"Archaea"	"Thermoproteota"	"Nitrososphaeria"	"Nitrososphaerales"	"Nitrososphaeraceae"	"Incertae Sedis"
"Bacteria.Pseudomonadota.Alphaproteobacteria.Hyphomicrobiales.Xanthobacteraceae.Azorhizobium"	"Bacteria"	"Pseudomonadota"	"Alphaproteobacteria"	"Hyphomicrobiales"	"Xanthobacteraceae"	"Azorhizobium"
"Bacteria.Actinomycetota.Actinobacteria.Frankiales.Geodermatophilaceae.Blastococcus"	"Bacteria"	"Actinomycetota"	"Actinobacteria"	"Frankiales"	"Geodermatophilaceae"	"Blastococcus"
"Bacteria.Bacteroidota.Bacteroidia.Cytophagales.Cytophagaceae.Rhodocytophaga"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Cytophagales"	"Cytophagaceae"	"Rhodocytophaga"
"Bacteria.Pseudomonadota.Alphaproteobacteria.Defluviicoccales.Defluviicoccaceae.Defluviicoccus"	"Bacteria"	"Pseudomonadota"	"Alphaproteobacteria"	"Defluviicoccales"	"Defluviicoccaceae"	"Defluviicoccus"
"Bacteria.Pseudomonadota.Gammaproteobacteria.Burkholderiales.Chitinibacteraceae.NA"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Burkholderiales"	"Chitinibacteraceae"	"NA"
"Bacteria.Spirochaetota.Spirochaetia.Spirochaetales.Spirochaetaceae.NA"	"Bacteria"	"Spirochaetota"	"Spirochaetia"	"Spirochaetales"	"Spirochaetaceae"	"NA"
"Bacteria.Bacillota.Clostridia.Lachnospirales.Lachnospiraceae.Lachnospiraceae XPB1014 group"	"Bacteria"	"Bacillota"	"Clostridia"	"Lachnospirales"	"Lachnospiraceae"	"Lachnospiraceae XPB1014 group"
"Bacteria.Fibrobacterota.Fibrobacteria.Fibrobacterales.Fibrobacteraceae.Fibrobacter"	"Bacteria"	"Fibrobacterota"	"Fibrobacteria"	"Fibrobacterales"	"Fibrobacteraceae"	"Fibrobacter"
"Bacteria.Actinomycetota.Actinobacteria.Micromonosporales.Micromonosporaceae.Mangrovihabitans"	"Bacteria"	"Actinomycetota"	"Actinobacteria"	"Micromonosporales"	"Micromonosporaceae"	"Mangrovihabitans"
"Bacteria.Bacillota.Clostridia.Peptostreptococcales-Tissierellales.Peptostreptococcaceae.Peptoanaerobacter"	"Bacteria"	"Bacillota"	"Clostridia"	"Peptostreptococcales-Tissierellales"	"Peptostreptococcaceae"	"Peptoanaerobacter"
"Bacteria.Pseudomonadota.Gammaproteobacteria.Burkholderiales.Neisseriaceae.Alysiella"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Burkholderiales"	"Neisseriaceae"	"Alysiella"
"Bacteria.Pseudomonadota.Gammaproteobacteria.Cardiobacteriales.Cardiobacteriaceae.Suttonella"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Cardiobacteriales"	"Cardiobacteriaceae"	"Suttonella"
"Bacteria.Pseudomonadota.Gammaproteobacteria.Burkholderiales.Rhodocyclaceae.Propionivibrio"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Burkholderiales"	"Rhodocyclaceae"	"Propionivibrio"
"Bacteria.Actinomycetota.Actinobacteria.Actinomycetales.NA.NA"	"Bacteria"	"Actinomycetota"	"Actinobacteria"	"Actinomycetales"	"NA"	"NA"
"Bacteria.Thermodesulfobacteriota.Desulfobulbia.Desulfobulbales.Desulfobulbaceae.Desulfobulbus"	"Bacteria"	"Thermodesulfobacteriota"	"Desulfobulbia"	"Desulfobulbales"	"Desulfobulbaceae"	"Desulfobulbus"
"Bacteria.Bacillota.Clostridia.Peptostreptococcales-Tissierellales.Anaerovoracaceae.Aminipila"	"Bacteria"	"Bacillota"	"Clostridia"	"Peptostreptococcales-Tissierellales"	"Anaerovoracaceae"	"Aminipila"
"Bacteria.Pseudomonadota.Gammaproteobacteria.Pseudomonadales.Moraxellaceae.NA"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Pseudomonadales"	"Moraxellaceae"	"NA"
"Bacteria.Pseudomonadota.Gammaproteobacteria.Burkholderiales.Neisseriaceae.Simonsiella"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Burkholderiales"	"Neisseriaceae"	"Simonsiella"
"Bacteria.Chloroflexota.Anaerolineae.Anaerolineales.Anaerolineaceae.Flexilinea"	"Bacteria"	"Chloroflexota"	"Anaerolineae"	"Anaerolineales"	"Anaerolineaceae"	"Flexilinea"
"Bacteria.Acidobacteriota.Acidobacteriae.Elev-16S-1166.Incertae Sedis.WY65"	"Bacteria"	"Acidobacteriota"	"Acidobacteriae"	"Elev-16S-1166"	"Incertae Sedis"	"WY65"
"Bacteria.Actinomycetota.Actinobacteria.Kineosporiales.Kineosporiaceae.Pseudokineococcus"	"Bacteria"	"Actinomycetota"	"Actinobacteria"	"Kineosporiales"	"Kineosporiaceae"	"Pseudokineococcus"
"Bacteria.Bacteroidota.Bacteroidia.Chitinophagales.Chitinophagaceae.Cnuella"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Chitinophagales"	"Chitinophagaceae"	"Cnuella"
"Bacteria.Chloroflexota.Chloroflexia.Kallotenuales.AKIW781.Incertae Sedis"	"Bacteria"	"Chloroflexota"	"Chloroflexia"	"Kallotenuales"	"AKIW781"	"Incertae Sedis"
"Bacteria.Cyanobacteriota.Cyanobacteriia.Cyanobacteriales.Microcystaceae.Chalicogloea CCALA 975"	"Bacteria"	"Cyanobacteriota"	"Cyanobacteriia"	"Cyanobacteriales"	"Microcystaceae"	"Chalicogloea CCALA 975"
"Bacteria.Cyanobacteriota.Vampirivibrionia.Obscuribacterales.Obscuribacteraceae.Incertae Sedis"	"Bacteria"	"Cyanobacteriota"	"Vampirivibrionia"	"Obscuribacterales"	"Obscuribacteraceae"	"Incertae Sedis"
"Bacteria.Gemmatimonadota.Gemmatimonadia.Gemmatimonadales.Gemmatimonadaceae.Incertae Sedis"	"Bacteria"	"Gemmatimonadota"	"Gemmatimonadia"	"Gemmatimonadales"	"Gemmatimonadaceae"	"Incertae Sedis"
"Bacteria.Myxococcota.Myxococcia.Myxococcales.Myxococcaceae.P3OB-42"	"Bacteria"	"Myxococcota"	"Myxococcia"	"Myxococcales"	"Myxococcaceae"	"P3OB-42"
"Bacteria.Nitrospirota.Nitrospiria.Nitrospirales.Nitrospiraceae.Nitrospira"	"Bacteria"	"Nitrospirota"	"Nitrospiria"	"Nitrospirales"	"Nitrospiraceae"	"Nitrospira"
"Bacteria.Planctomycetota.Planctomycetes.Gemmatales.Gemmataceae.Incertae Sedis"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Gemmatales"	"Gemmataceae"	"Incertae Sedis"
"Bacteria.Planctomycetota.Planctomycetes.Isosphaerales.Isosphaeraceae.Incertae Sedis"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Isosphaerales"	"Isosphaeraceae"	"Incertae Sedis"
"Bacteria.Planctomycetota.Planctomycetes.Pirellulales.Pirellulaceae.Incertae Sedis"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	"Incertae Sedis"
"Bacteria.Pseudomonadota.Alphaproteobacteria.Acetobacterales.Acetobacteraceae.Dankookia"	"Bacteria"	"Pseudomonadota"	"Alphaproteobacteria"	"Acetobacterales"	"Acetobacteraceae"	"Dankookia"
"Bacteria.Pseudomonadota.Alphaproteobacteria.Caulobacterales.Caulobacteraceae.Asticcacaulis"	"Bacteria"	"Pseudomonadota"	"Alphaproteobacteria"	"Caulobacterales"	"Caulobacteraceae"	"Asticcacaulis"
